,dataset,architecture,strategy,experiment_category,id,repo_hash,loss,final_accuracy,batch_size,classifier_loss_weight,dataset_name,deep_generative_type,device,embedding_module,fixed_class_order,input_shape,is_image_data,latent_dims,learning_rate,n_experiences,name,network_architecture,prune_proportion,recon_loss_type,reconstruction_loss_weight,retrain_epochs,total_task_epochs,use_classifier_loss,use_packnet,use_reconstruction_loss,use_vae_loss,vae_loss_weight,task_inference_strategy,vanilla_cnn_config,rectangular_mlp_config
40,splitEmbeddedCIFAR100,AE,taskInference,N,0073,dd88ddf,1.0296512842178345,0.3970000147819519,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,128.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular_network,0.7,mse,1.0,5.0,20.0,True,True,True,False,,task_reconstruction_loss,,
41,splitCIFAR100,AE,taskInference,PL,0160,55dff8e1,,0.21459999680519104,64.0,1.0,CIFAR100,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,10.0,55dff8e1_PL_splitCIFAR100_AE_taskInference,residual,0.4,bce,1.0,20.0,100.0,True,True,True,False,,task_reconstruction_loss,,
42,splitEmbeddedCIFAR100,AE,cumulative,N,0106,dd88ddf,,,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,1.0,splitEmbeddedCIFAR100_AE_cumulative,rectangular,0.5,mse,1.0,30.0,100.0,True,False,True,False,,,,
43,splitEmbeddedCIFAR100,VAE,taskInference,N,0062,dd88ddf,1.900261402130127,0.3571999967098236,64.0,1.0,CIFAR100,VAE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_VAE_taskInference,rectangular_network,0.7,mse,1.0,5.0,20.0,True,True,True,True,0.001,task_reconstruction_loss,,
44,splitEmbeddedCIFAR100,AE,finetuning,N,0111,dd88ddf,,0.08410000056028366,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_finetuning,rectangular,0.5,mse,1.0,30.0,100.0,True,False,True,False,0.001,,,
45,splitEmbeddedCIFAR100,AE,taskInference,PL,0001,7ee898bd,,0.1737000048160553,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-23_7ee898bd_PL_splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.2,mse,1.0,30.0,100.0,True,True,True,False,,task_reconstruction_loss,,
46,splitEmbeddedCIFAR100,AE,finetuning,N,0068,dd88ddf,0.6800261735916138,0.14239999651908875,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_finetuning,rectangular_network,0.7,mse,1.0,2.0,10.0,True,False,True,False,,,,
47,splitCORe50,AE,taskOracle,N,0034,dd88ddf,2.755154609680176,0.4322022497653961,64.0,1.0,CORe50_NC,AE,cuda,,True,"[3, 128, 128]",True,526.0,0.0001,10.0,splitCORe50_AE_taskOracle,residual_network,0.5,,1.0,1.0,4.0,True,True,True,False,0.001,task_oracle,{'base_channels': 128},
48,splitFMNIST,VAE,cumulative,N,0018,dd88ddf,0.15503361821174622,0.8988999724388123,64.0,1.0,FMNIST,VAE,cuda,,True,"[1, 32, 32]",True,64.0,0.0001,1.0,splitFMNIST_VAE_cumulative,vanilla_cnn,,,1.0,5.0,20.0,True,False,True,True,0.001,,{'base_channels': 128},
49,splitEmbeddedCIFAR100,AE,finetuning,N,0063,dd88ddf,0.19057071208953857,0.07850000262260437,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_finetuning,rectangular_network,0.7,mse,1.0,10.0,50.0,True,False,True,False,,,,
50,splitCIFAR10,AE,taskInference,PL,0157,55dff8e1,,0.7864999771118164,64.0,1.0,CIFAR10,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,5.0,55dff8e1_PL_splitCIFAR10_AE_taskInference,residual,0.6,bce,1.0,10.0,50.0,True,True,True,False,,task_reconstruction_loss,,
51,splitCIFAR100,AE,finetuning,N,0025,dd88ddf,0.29133960604667664,0.08990000188350677,64.0,1.0,CIFAR100,AE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,10.0,splitCIFAR100_AE_finetuning,residual_network,,,1.0,20.0,100.0,True,False,True,False,,,{'base_channels': 128},
52,splitCORe50,AE,taskInference,PL,0167,55dff8e1,,0.09010050445795059,64.0,1.0,CORe50_NC,AE,cuda,None,True,"[3, 128, 128]",True,526.0,0.0001,10.0,55dff8e1_PL_splitCORe50_AE_taskInference,residual,0.6,bce,1.0,1.0,5.0,True,True,True,False,,task_reconstruction_loss,,
53,splitEmbeddedCIFAR100,AE,cumulative,N,0107,dd88ddf,,0.42100000381469727,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,1.0,splitEmbeddedCIFAR100_AE_cumulative,rectangular,0.5,mse,1.0,30.0,100.0,True,False,True,False,,,,
54,splitEmbeddedCIFAR100,AE,taskInference,N,0082,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,splitFMNIST,AE,taskInference,PL,0151,55dff8e1,,0.9929999709129333,64.0,1.0,FMNIST,AE,cuda,None,True,"[1, 32, 32]",True,64.0,0.0001,5.0,55dff8e1_PL_splitFMNIST_AE_taskInference,vanilla_cnn,0.5,bce,1.0,5.0,20.0,True,True,True,False,,task_reconstruction_loss,,
56,splitEmbeddedCIFAR100,AE,taskInference,N,0087,dd88ddf,0.6389474868774414,0.7620000243186951,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,2048,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.7,mse,1.0,20.0,50.0,True,True,True,False,,task_reconstruction_loss,,
57,splitEmbeddedCIFAR100,AE,taskInference,PL,0005,7ee898bd,,0.7444000244140625,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-23_7ee898bd_PL_splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.8,mse,1.0,30.0,100.0,True,True,True,False,,task_reconstruction_loss,,
58,splitEmbeddedCORe50,AE,taskOracle,N,0103,dd88ddf,0.25983887910842896,,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCORe50_AE_taskOracle,rectangular,0.5,mse,1.0,30.0,100.0,True,True,True,False,,task_oracle,,
59,splitCORe50,AE,taskInference,N,0042,dd88ddf,3.921793222427368,0.05532331392168999,64.0,1.0,CORe50_NC,AE,cuda,,True,"[3, 128, 128]",True,526.0,0.0001,10.0,splitCORe50_AE_taskInference,residual_network,0.5,,1.0,1.0,4.0,True,True,True,False,0.001,task_reconstruction_loss,{'base_channels': 128},
60,splitEmbeddedCIFAR100,AE,taskInference,N,0084,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,splitFMNIST,VAE,taskOracle,N,0035,dd88ddf,0.16933488845825195,0.9936000108718872,64.0,1.0,FMNIST,VAE,cuda,,True,"[1, 32, 32]",True,64.0,0.0001,5.0,splitFMNIST_VAE_taskOracle,vanilla_cnn,0.5,,1.0,5.0,20.0,True,True,True,True,0.001,task_oracle,{'base_channels': 128},
62,splitCIFAR100,VAE,taskInference,N,0045,dd88ddf,1.4831913709640503,0.3091000020503998,64.0,1.0,CIFAR100,VAE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,10.0,splitCIFAR100_VAE_taskInference,residual_network,0.5,,1.0,20.0,100.0,True,True,True,True,0.001,task_reconstruction_loss,{'base_channels': 128},
63,splitCIFAR10,AE,finetuning,N,0024,dd88ddf,0.2365797460079193,0.193900004029274,64.0,1.0,CIFAR10,AE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,5.0,splitCIFAR10_AE_finetuning,residual_network,,,1.0,10.0,50.0,True,False,True,False,,,{'base_channels': 128},
64,splitEmbeddedCIFAR100,AE,cumulative,N,0049,dd88ddf,1.52059006690979,0.323199987411499,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,1.0,splitEmbeddedCIFAR100_AE_cumulative,rectangular_network,,mse,1.0,5.0,20.0,True,False,True,False,0.001,,,
65,splitEmbeddedCORe50,AE,taskInference,PL,0010,7ee898bd,,0.7624966502189636,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-23_7ee898bd_PL_splitEmbeddedCORe50_AE_taskInference,rectangular,0.8,mse,1.0,3.0,10.0,True,True,True,False,,task_reconstruction_loss,,
66,splitEmbeddedCORe50,AE,taskOracle,N,0105,dd88ddf,,0.9693197011947632,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCORe50_AE_taskOracle,rectangular,0.5,mse,1.0,3.0,10.0,True,True,True,False,,task_oracle,,
67,splitEmbeddedCIFAR100,AE,taskInference,N,0075,dd88ddf,0.5921602845191956,0.5680000185966492,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,128.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular_network,0.7,mse,1.0,5.0,20.0,True,True,True,False,,task_reconstruction_loss,,
68,splitEmbeddedCORe50,AE,finetuning,N,0112,dd88ddf,,0.08805479109287262,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCORe50_AE_finetuning,rectangular,0.5,mse,1.0,3.0,10.0,True,False,True,False,0.001,,,
69,splitEmbeddedCIFAR100,AE,cumulative,N,0065,dd88ddf,1.4210737943649292,0.36480000615119934,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,1.0,splitEmbeddedCIFAR100_AE_cumulative,rectangular_network,0.7,mse,1.0,10.0,50.0,True,False,True,False,0.001,,,
70,splitEmbeddedCIFAR100,AE,cumulative,N,0057,dd88ddf,1.2672789096832275,0.32670000195503235,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,1.0,splitEmbeddedCIFAR100_AE_cumulative,rectangular_network,0.7,mse,1.0,5.0,20.0,True,False,True,False,0.001,,,
71,splitCIFAR10,VAE,taskOracle,EP,0008,4f911459,,0.5662000179290771,64.0,1.0,CIFAR10,VAE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,5.0,ml-22_4f911459_EP_splitCIFAR10_VAE_taskOracle,residual,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",bce,1.0,10.0,50.0,True,True,True,True,1.0,task_oracle,,
72,splitCIFAR10,AE,taskOracle,N,0032,dd88ddf,0.42214205861091614,0.9375,64.0,1.0,CIFAR10,AE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,5.0,splitCIFAR10_AE_taskOracle,residual_network,0.5,,1.0,10.0,50.0,True,True,True,False,0.001,task_oracle,{'base_channels': 128},
73,splitEmbeddedCORe50,VAE,taskOracle,N,0118,dd88ddf,,0.5190563201904297,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCORe50_VAE_taskOracle,rectangular,0.5,mse,1.0,3.0,10.0,True,True,True,True,0.001,task_oracle,,
74,splitEmbeddedCIFAR100,AE,taskOracle,N,0097,dd88ddf,0.8700445890426636,0.7139999866485596,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskOracle,rectangular,0.7,mse,1.0,30.0,100.0,True,True,True,False,,task_oracle,,
75,splitFMNIST,VAE,taskOracle,EP,0007,4f911459,,0.5931000113487244,64.0,1.0,FMNIST,VAE,cuda,None,True,"[1, 32, 32]",True,64.0,0.0001,5.0,ml-22_4f911459_EP_splitFMNIST_VAE_taskOracle,vanilla_cnn,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",bce,1.0,5.0,20.0,True,True,True,True,1.0,task_oracle,,
76,splitFMNIST,VAE,taskInference,N,0043,dd88ddf,0.25268563628196716,0.9926999807357788,64.0,1.0,FMNIST,VAE,cuda,,True,"[1, 32, 32]",True,64.0,0.0001,5.0,splitFMNIST_VAE_taskInference,vanilla_cnn,0.5,,1.0,5.0,20.0,True,True,True,True,0.001,task_reconstruction_loss,{'base_channels': 128},
77,splitEmbeddedCORe50,AE,taskInference,PL,0008,7ee898bd,,0.44111892580986023,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-23_7ee898bd_PL_splitEmbeddedCORe50_AE_taskInference,rectangular,0.5,mse,1.0,3.0,10.0,True,True,True,False,,task_reconstruction_loss,,
78,splitCORe50,AE,taskInference,PL,0166,55dff8e1,,0.06381748616695404,64.0,1.0,CORe50_NC,AE,cuda,None,True,"[3, 128, 128]",True,526.0,0.0001,10.0,55dff8e1_PL_splitCORe50_AE_taskInference,residual,0.5,bce,1.0,1.0,5.0,True,True,True,False,,task_reconstruction_loss,,
79,splitFMNIST,VAE,taskOracle,EP,0169,b7711e62D,,,64.0,1.0,FMNIST,VAE,cuda,None,True,"[1, 32, 32]",True,64.0,0.0001,5.0,ml-24_b7711e62D_EP_splitFMNIST_VAE_taskOracle,vanilla_cnn,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",bce,1.0,5.0,20.0,True,True,True,True,1.0,task_oracle,,
80,splitEmbeddedCIFAR100,AE,finetuning,N,0047,dd88ddf,0.33436766266822815,0.07519999891519547,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_finetuning,rectangular_network,,mse,1.0,5.0,20.0,True,False,True,False,,,,
81,splitEmbeddedCIFAR100,VAE,finetuning,N,0056,dd88ddf,0.1026090756058693,0.07519999891519547,64.0,1.0,CIFAR100,VAE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_VAE_finetuning,rectangular_network,0.7,mse,1.0,5.0,20.0,True,False,True,True,0.001,,,
82,splitCIFAR100,AE,taskOracle,EP,0003,b7711e62,,0.5669000148773193,64.0,1.0,CIFAR100,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,10.0,ml-22_b7711e62_EP_splitCIFAR100_AE_taskOracle,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,20.0,100.0,True,True,True,False,,task_oracle,,
83,splitEmbeddedCIFAR100,AE,taskInference,N,0119,dd88ddf,,0.4392000138759613,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.5,mse,1.0,30.0,100.0,True,True,True,False,0.001,task_reconstruction_loss,,
84,splitCIFAR10,VAE,taskInference,EP,0147,dd88ddf,,0.7731000185012817,64.0,1.0,CIFAR10,VAE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,5.0,EP_splitCIFAR10_VAE_taskInference,residual,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",bce,1.0,10.0,50.0,True,True,True,True,0.001,task_reconstruction_loss,,
85,splitEmbeddedCORe50,AE,taskInference,PL,0006,7ee898bd,,0.2167348563671112,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-23_7ee898bd_PL_splitEmbeddedCORe50_AE_taskInference,rectangular,0.2,mse,1.0,3.0,10.0,True,True,True,False,,task_reconstruction_loss,,
86,splitEmbeddedCIFAR100,VAE,finetuning,N,0048,dd88ddf,0.3762861490249634,0.0746999979019165,64.0,1.0,CIFAR100,VAE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_VAE_finetuning,rectangular_network,,mse,1.0,5.0,20.0,True,False,True,True,0.001,,,
87,splitEmbeddedCIFAR100,AE,taskInference,N,0061,dd88ddf,1.1740829944610596,0.28929999470710754,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular_network,0.7,mse,1.0,5.0,20.0,True,True,True,False,0.001,task_reconstruction_loss,,
88,splitCORe50,AE,taskOracle,EP,0137,dd88ddf,,0.506759762763977,64.0,1.0,CORe50_NC,AE,cuda,None,True,"[3, 128, 128]",True,526.0,0.0001,10.0,EP_splitCORe50_AE_taskOracle,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,10.0,50.0,True,True,True,False,,task_oracle,,
89,splitFMNIST,AE,cumulative,N,0014,dd88ddf,0.15796227753162384,0.9150999784469604,64.0,1.0,FMNIST,AE,cuda,,True,"[1, 32, 32]",True,64.0,0.0001,1.0,splitFMNIST_AE_cumulative,vanilla_cnn,,,1.0,5.0,20.0,True,False,True,False,,,{'base_channels': 128},
90,splitFMNIST,VAE,taskOracle,N,0004,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,splitEmbeddedCORe50,AE,taskOracle,EP,0006,b7711e62,,0.759227991104126,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-22_b7711e62_EP_splitEmbeddedCORe50_AE_taskOracle,rectangular,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",mse,1.0,3.0,10.0,True,True,True,False,,task_oracle,,
92,splitEmbeddedCIFAR100,VAE,cumulative,N,0066,dd88ddf,0.8690359592437744,,64.0,1.0,CIFAR100,VAE,cuda,ResNet18,True,512,False,64.0,0.0001,1.0,splitEmbeddedCIFAR100_VAE_cumulative,rectangular_network,0.7,mse,1.0,10.0,50.0,True,False,True,True,0.001,,,
93,splitFMNIST,AE,taskOracle,N,0003,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,splitEmbeddedCIFAR100,VAE,taskInference,N,0096,dd88ddf,2.1972098350524902,0.34360000491142273,64.0,1.0,CIFAR100,VAE,cuda,ResNet18,True,2048,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_VAE_taskInference,rectangular,0.5,mse,1.0,25.0,100.0,True,True,True,True,0.001,task_reconstruction_loss,,
95,splitCIFAR10,VAE,finetuning,N,0028,dd88ddf,0.19626764953136444,0.19449999928474426,64.0,1.0,CIFAR10,VAE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,5.0,splitCIFAR10_VAE_finetuning,residual_network,,,1.0,10.0,50.0,True,False,True,True,0.001,,{'base_channels': 128},
96,splitEmbeddedCIFAR100,AE,taskInference,N,0072,dd88ddf,2.5149543285369873,0.5077999830245972,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular_network,0.5,mse,1.0,5.0,20.0,True,True,True,False,,task_reconstruction_loss,,
97,splitCIFAR10,AE,taskInference,PL,0156,55dff8e1,,0.5627999901771545,64.0,1.0,CIFAR10,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,5.0,55dff8e1_PL_splitCIFAR10_AE_taskInference,residual,0.5,bce,1.0,10.0,50.0,True,True,True,False,,task_reconstruction_loss,,
98,splitCIFAR100,AE,taskInference,N,0041,dd88ddf,2.531424045562744,0.23510000109672546,64.0,1.0,CIFAR100,AE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,10.0,splitCIFAR100_AE_taskInference,residual_network,0.5,,1.0,20.0,100.0,True,True,True,False,0.001,task_reconstruction_loss,{'base_channels': 128},
99,splitEmbeddedCIFAR100,VAE,finetuning,N,0113,dd88ddf,,0.08489999920129776,64.0,1.0,CIFAR100,VAE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCIFAR100_VAE_finetuning,rectangular,0.5,mse,1.0,30.0,100.0,True,False,True,True,0.001,,,
100,splitEmbeddedCIFAR100,VAE,taskInference,N,0074,dd88ddf,0.49069657921791077,,64.0,1.0,CIFAR100,VAE,cuda,ResNet18,True,512,False,128.0,0.0001,10.0,splitEmbeddedCIFAR100_VAE_taskInference,rectangular_network,0.7,mse,1.0,5.0,20.0,True,True,True,True,0.001,task_reconstruction_loss,,
101,splitEmbeddedCIFAR100,AE,taskInference,N,0053,dd88ddf,2.840611696243286,0.21940000355243683,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular_network,0.5,mse,1.0,5.0,20.0,True,True,True,False,0.001,task_reconstruction_loss,,
102,splitEmbeddedCIFAR100,VAE,cumulative,N,0109,dd88ddf,,0.39739999175071716,64.0,1.0,CIFAR100,VAE,cuda,ResNet50,True,2048,False,512.0,0.0001,1.0,splitEmbeddedCIFAR100_VAE_cumulative,rectangular,0.5,mse,1.0,30.0,100.0,True,False,True,True,0.001,,,
103,splitEmbeddedCIFAR100,AE,taskInference,N,0091,dd88ddf,1.0957646369934082,0.6769999861717224,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,2048,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.5,mse,1.0,5.0,10.0,True,True,True,False,,task_reconstruction_loss,,
104,splitEmbeddedCIFAR100,AE,taskOracle,N,0059,dd88ddf,0.9004504084587097,0.5310999751091003,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskOracle,rectangular_network,0.7,mse,1.0,5.0,20.0,True,True,True,False,0.001,task_oracle,,
105,splitEmbeddedCIFAR100,VAE,taskInference,N,0121,dd88ddf,,0.3625999987125397,64.0,1.0,CIFAR100,VAE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,splitEmbeddedCIFAR100_VAE_taskInference,rectangular,0.5,mse,1.0,30.0,100.0,True,True,True,True,0.001,task_reconstruction_loss,,
106,splitEmbeddedCIFAR100,AE,taskOracle,N,0051,dd88ddf,3.059985399246216,0.36880001425743103,64.0,1.0,CIFAR100,AE,cuda,ResNet18,True,512,False,64.0,0.0001,10.0,splitEmbeddedCIFAR100_AE_taskOracle,rectangular_network,0.5,mse,1.0,5.0,20.0,True,True,True,False,0.001,task_oracle,,
107,splitFMNIST,VAE,taskInference,N,0006,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,splitFMNIST,AE,taskInference,N,0005,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,splitCORe50,AE,taskInference,PL,0164,55dff8e1,,0.06684158742427826,64.0,1.0,CORe50_NC,AE,cuda,None,True,"[3, 128, 128]",True,526.0,0.0001,10.0,55dff8e1_PL_splitCORe50_AE_taskInference,residual,0.2,bce,1.0,1.0,5.0,True,True,True,False,,task_reconstruction_loss,,
110,splitEmbeddedCIFAR100,AE,taskOracle,N,0101,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,splitCIFAR10,AE,cumulative,N,0015,dd88ddf,0.286853551864624,0.8720999956130981,64.0,1.0,CIFAR10,AE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,1.0,splitCIFAR10_AE_cumulative,residual_network,,,1.0,10.0,50.0,True,False,True,False,,,{'base_channels': 128},
112,splitCIFAR10,AE,taskOracle,EP,0135,dd88ddf,,0.9337000250816345,64.0,1.0,CIFAR10,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,5.0,EP_splitCIFAR10_AE_taskOracle,residual,"[0.8333333333333334, 0.6666666666666667, 0.5000000000000001, 0.3333333333333335, 0.16666666666666685, 2.220446049250313e-16]",bce,1.0,10.0,50.0,True,True,True,False,,task_oracle,,
113,splitEmbeddedCIFAR100,AE,taskInference,PL,0002,7ee898bd,,0.33480000495910645,64.0,1.0,CIFAR100,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,10.0,ml-23_7ee898bd_PL_splitEmbeddedCIFAR100_AE_taskInference,rectangular,0.4,mse,1.0,30.0,100.0,True,True,True,False,,task_reconstruction_loss,,
114,splitCORe50,VAE,taskOracle,EP,0010,4f911459,,0.06090456247329712,64.0,1.0,CORe50_NC,VAE,cuda,None,True,"[3, 128, 128]",True,526.0,0.0001,10.0,ml-22_4f911459_EP_splitCORe50_VAE_taskOracle,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,1.0,5.0,True,True,True,True,1.0,task_oracle,,
115,splitFMNIST,VAE,cumulative,N,0002,dd88ddf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,splitCIFAR100,VAE,taskInference,EP,0148,dd88ddf,,0.35866665840148926,64.0,1.0,CIFAR100,VAE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,10.0,EP_splitCIFAR100_VAE_taskInference,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,20.0,100.0,True,True,True,True,0.001,task_reconstruction_loss,,
117,splitCIFAR10,AE,taskInference,N,0040,dd88ddf,0.34290045499801636,0.7123000025749207,64.0,1.0,CIFAR10,AE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,5.0,splitCIFAR10_AE_taskInference,residual_network,0.5,,1.0,10.0,50.0,True,True,True,False,0.001,task_reconstruction_loss,{'base_channels': 128},
118,splitCIFAR100,AE,cumulative,N,0016,dd88ddf,0.3840615153312683,0.6166999936103821,64.0,1.0,CIFAR100,AE,cuda,,True,"[3, 32, 32]",True,64.0,0.0001,1.0,splitCIFAR100_AE_cumulative,residual_network,,,1.0,20.0,100.0,True,False,True,False,,,{'base_channels': 128},
119,splitCIFAR100,AE,taskInference,EP,0144,dd88ddf,,0.2565999925136566,64.0,1.0,CIFAR100,AE,cuda,None,True,"[3, 32, 32]",True,64.0,0.0001,10.0,EP_splitCIFAR100_AE_taskInference,residual,"[0.9090909090909091, 0.8181818181818181, 0.7272727272727272, 0.6363636363636362, 0.5454545454545453, 0.45454545454545436, 0.3636363636363634, 0.2727272727272725, 0.18181818181818155, 0.0909090909090906]",bce,1.0,20.0,100.0,True,True,True,False,0.001,task_reconstruction_loss,,
120,splitEmbeddedCORe50,AE,cumulative,N,0108,dd88ddf,,0.7720359563827515,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,True,2048,False,512.0,0.0001,1.0,splitEmbeddedCORe50_AE_cumulative,rectangular,0.5,mse,1.0,3.0,10.0,True,False,True,False,,,,
121,splitCORe50,VAE,cumulative,N,0021,dd88ddf,0.3218110203742981,0.3603575527667999,64.0,1.0,CORe50_NC,VAE,cuda,,True,"[3, 128, 128]",True,526.0,0.0001,1.0,splitCORe50_VAE_cumulative,residual_network,,,1.0,1.0,4.0,True,False,True,True,0.001,,{'base_channels': 128},
