,experiment_code,dataset,architecture,strategy,experiment_category,id,repo_hash,final_accuracy,accuracy,Task Identification Accuracy,Accuracy given Bad Task Identification,Accuracy given Good Task Identification,completed_tasks,batch_size,classifier_loss_weight,dataset_name,deep_generative_type,device,embedding_module,fixed_class_order,input_shape,is_image_data,latent_dims,learning_rate,lwf_alpha,n_classes,n_experiences,name,network_architecture,network_cfg,prune_proportion,recon_loss_type,reconstruction_loss_weight,replay_buffer,retrain_epochs,si_lambda,task_inference_strategy,total_task_epochs,use_adam,use_classifier_loss,use_experience_replay,use_generative_replay,use_learning_without_forgetting,use_packnet,use_reconstruction_loss,use_synaptic_intelligence,use_vae_loss,vae_loss_weight,tensorboard_dir,dataset_root,normalize,reconstruction_loss_type,pretrained_root,log_mini_batch,network_style,scenario_name,label,normalization_mean,normalization_std,cumulative
0,0125_ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,PL,0125,0a229afaD,0.24188384413719177,"[0.6688196063041687, 0.5691074728965759, 0.5163873434066772, 0.4676083028316498, 0.42431387305259705, 0.3632185757160187, 0.3277740776538849, 0.30305472016334534, 0.26958712935447693, 0.24188384413719177]","[1.0, 0.8148230314254761, 0.751297652721405, 0.6640160083770752, 0.5832036137580872, 0.499499648809433, 0.4475046992301941, 0.42079663276672363, 0.3855162560939789, 0.3327181339263916]","[nan, 0.0, 0.0014907573349773884, 0.0003310162283014506, 0.00021344717242754996, 0.00029620854184031487, 0.0005174793186597526, 0.0002879355160985142, 0.00032167270546779037, 0.000366556691005826]","[0.6688196063041687, 0.6984430551528931, 0.6868337988853455, 0.7040448784828186, 0.7274044752120972, 0.7268679738044739, 0.7318094968795776, 0.7197965383529663, 0.6987758874893188, 0.7262580990791321]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,mlp,{'width': 512},0.6,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
1,0243_ml-24_0a229afa_OS_SE-CORe50_AE_replay,SE-CORe50,AE,replay,OS,0243,0a229afa,0.09121230989694595,"[0.7244216799736023, 0.47052934765815735, 0.3199673891067505, 0.2755669057369232, 0.17554467916488647, 0.19653843343257904, 0.154801607131958, 0.11209939420223236, 0.10359225422143936, 0.09121230989694595]",,,,10.0,32.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-24_0a229afa_OS_SE-CORe50_AE_replay,mlp,{'width': 512},0.5,mse,1.0,100.0,3.0,1000.0,,10.0,True,True,True,False,False,False,True,False,False,,,,,,,,,,,,,
2,0011_ml-21_54dcf601_PL_S-FMNIST_AE_taskInference,S-FMNIST,AE,taskInference,PL,0011,54dcf601,0.49140000343322754,"[0.9944999814033508, 0.9800000190734863, 0.8190000057220459, 0.6142500042915344, 0.49140000343322754]","[1.0, 1.0, 1.0, 0.75, 0.6000000238418579]","[nan, nan, nan, 0.0, 0.0]","[0.9944999814033508, 0.9800000190734863, 0.8190000057220459, 0.8190000057220459, 0.8190000057220459]",5.0,64.0,1.0,FMNIST,AE,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,32.0,10.0,5.0,ml-21_54dcf601_PL_S-FMNIST_AE_taskInference,vanilla_cnn,{'base_channels': 128},0.2,bce,1.0,1000.0,5.0,1000.0,task_reconstruction_loss,20.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
3,0187_ml-24_0a229afa_OS_S-CIFAR10_AE_replay,S-CIFAR10,AE,replay,OS,0187,0a229afa,0.8294000029563904,"[0.9794999957084656, 0.9647499918937683, 0.8964999914169312, 0.8268749713897705, 0.8294000029563904]",,,,5.0,32.0,1.0,CIFAR10,AE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,5.0,ml-24_0a229afa_OS_S-CIFAR10_AE_replay,residual,{},0.5,bce,1.0,10000.0,10.0,1000.0,,50.0,True,True,True,False,False,False,True,False,False,,,,,,,,,,,,,
4,0110_ml-16_e2839908_BTO_S-FMNIST_VAE_taskOracle,S-FMNIST,VAE,taskOracle,BTO,0110,e2839908,0.9750999808311462,"[1.0, 0.999750018119812, 0.9990000128746033, 0.9975000023841858, 0.9750999808311462]","[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[1.0, 0.9997484683990479, 0.998993992805481, 0.9974849224090576, 0.9753269553184509]",5.0,64.0,1.0,FMNIST,,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,,10.0,5.0,ml-16_e2839908_BTO_S-FMNIST_VAE_taskOracle,,{'base_channels': 128},0.6,,1.0,,5.0,,task_oracle,20.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,vanilla_cnn,S-FMNIST,BTO,,,
5,0051_ml-17_84260321_prunelevels_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,prunelevels,0051,84260321,0.23432357609272003,"[0.9557777643203735, 0.931881308555603, 0.7843965291976929, 0.5851028561592102, 0.46758559346199036, 0.3861716389656067, 0.33246514201164246, 0.2938576936721802, 0.25581222772598267, 0.23432357609272003]","[1.0, 0.9786642789840698, 0.9004223346710205, 0.7047248482704163, 0.5788350105285645, 0.48873573541641235, 0.40837913751602173, 0.36267369985580444, 0.3176528811454773, 0.2861780524253845]","[nan, 0.0052083334885537624, 0.0, 0.006588855292648077, 0.004539696034044027, 0.0036961878649890423, 0.00198647053912282, 0.003968426957726479, 0.003548410488292575, 0.004111893475055695]","[0.9557777643203735, 0.9520835876464844, 0.8711429238319397, 0.8274964690208435, 0.804501473903656, 0.7862774729728699, 0.811231255531311, 0.8032799363136292, 0.7976977229118347, 0.8085470199584961]",10.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-17_84260321_prunelevels_SE-CORe50_VAE_taskInference,,{'width': 512},0.2,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,prunelevels,,,
6,0054_ml-14_0a229afa_EP_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,EP,0054,0a229afa,0.31299474835395813,"[0.7075450420379639, 0.4355323314666748, 0.458954393863678, 0.3949621915817261, 0.36599794030189514, 0.37345245480537415, 0.3539091944694519, 0.3514843285083771, 0.33637216687202454, 0.31299474835395813]","[1.0, 0.6852819919586182, 0.6466444134712219, 0.5809608697891235, 0.5366753935813904, 0.5255393385887146, 0.4896591305732727, 0.4747331440448761, 0.44774681329727173, 0.4186382591724396]","[nan, 0.0024743725080043077, 0.001678908709436655, 0.0009288747096434236, 0.0007680491544306278, 0.0005468750023283064, 0.00031125498935580254, 5.2918454457540065e-05, 8.947344758780673e-05, 3.824823215836659e-05]","[0.7075450420379639, 0.6344155669212341, 0.7088302969932556, 0.6791730523109436, 0.6813095808029175, 0.7101142406463623, 0.722442090511322, 0.7403243780136108, 0.7511449456214905, 0.7475965619087219]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-14_0a229afa_EP_SE-CORe50_VAE_taskInference,mlp,{'width': 512},"[0.9, 0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334, 0.8, 0.75, 0.6666666666666666, 0.5, 0.0]",mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
7,0087_ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,PL,0087,0a229afaD,0.11816240847110748,"[0.6642952561378479, 0.530478298664093, 0.3936383128166199, 0.29958298802375793, 0.2366887629032135, 0.19693824648857117, 0.16792680323123932, 0.146574005484581, 0.134661003947258, 0.11816240847110748]","[1.0, 0.7566184401512146, 0.5802624821662903, 0.46716707944869995, 0.3786308467388153, 0.3060271441936493, 0.25211259722709656, 0.22826963663101196, 0.21118304133415222, 0.1787334382534027]","[nan, 0.0, 0.00017664724146015942, 0.006887196097522974, 0.007659818045794964, 0.00555496197193861, 0.004120295867323875, 0.006663545034825802, 0.004667188506573439, 0.0047111064195632935]","[0.6642952561378479, 0.7011173367500305, 0.6782519817352295, 0.6334205865859985, 0.612546980381012, 0.6309350728988647, 0.6538558602333069, 0.6195811033248901, 0.6202176213264465, 0.6394625306129456]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,mlp,{'width': 512},0.2,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
8,0079_ml-23_0a229afa_PL_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,PL,0079,0a229afa,0.2535504996776581,"[0.6885282397270203, 0.5759226083755493, 0.47439032793045044, 0.45508116483688354, 0.37504446506500244, 0.33913880586624146, 0.28976622223854065, 0.2535504996776581]","[1.0, 0.7723432779312134, 0.6336075663566589, 0.6042361855506897, 0.5045357346534729, 0.4536426365375519, 0.38940414786338806, 0.34073537588119507]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6885282397270203, 0.7456822395324707, 0.7487131357192993, 0.7531511783599854, 0.7433456778526306, 0.7475902438163757, 0.7441272139549255, 0.7441272139549255]",8.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-23_0a229afa_PL_SE-CORe50_AE_taskInference,mlp,{'width': 512},0.5,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
9,0082_ml-16_84260321_prunelevels_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,prunelevels,0082,84260321,,,,,,,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-16_84260321_prunelevels_SE-CORe50_AE_taskInference,,{'width': 512},0.4,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,prunelevels,,,
10,0103_ml-14_0a229afa_EP_S-FMNIST_AE_taskInference,S-FMNIST,AE,taskInference,EP,0103,0a229afa,0.9462000131607056,"[0.987500011920929, 0.9465000033378601, 0.953166663646698, 0.934499979019165, 0.9462000131607056]","[1.0, 0.9520000219345093, 0.9679999947547913, 0.9760000109672546, 0.9807999730110168]","[nan, 0.0, 0.0, 0.0, 0.0]","[0.987500011920929, 0.9942227005958557, 0.9846763014793396, 0.9574795365333557, 0.9647226929664612]",5.0,64.0,1.0,FMNIST,AE,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,32.0,10.0,5.0,ml-14_0a229afa_EP_S-FMNIST_AE_taskInference,vanilla_cnn,{'base_channels': 128},"[0.8, 0.75, 0.6666666666666666, 0.5, 0.0]",bce,1.0,1000.0,5.0,1000.0,task_reconstruction_loss,20.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
11,0190_ml-22_0a229afaD_PL_SE-CIFAR100_VAE_taskInference,SE-CIFAR100,VAE,taskInference,PL,0190,0a229afaD,0.1898999959230423,"[0.7239999771118164, 0.7120000123977661, 0.6223333477973938, 0.46799999475479126, 0.36340001225471497, 0.31583333015441895, 0.27157142758369446, 0.23600000143051147, 0.20944444835186005, 0.1898999959230423]","[1.0, 1.0, 0.9573333263397217, 0.7179999947547913, 0.553600013256073, 0.4893333315849304, 0.4194285571575165, 0.3619999885559082, 0.3191111087799072, 0.2935999929904938]","[nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7239999771118164, 0.7120000123977661, 0.6500696539878845, 0.6518105864524841, 0.6564306616783142, 0.6454359889030457, 0.6474795937538147, 0.6519337296485901, 0.6563370227813721, 0.6467983722686768]",10.0,64.0,1.0,CIFAR100,VAE,cuda,ResNet50,,[2048],False,256.0,0.0001,32.0,100.0,10.0,ml-22_0a229afaD_PL_SE-CIFAR100_VAE_taskInference,mlp,{'width': 512},0.2,mse,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
12,0092_ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,PL,0092,0a229afaD,0.2072400599718094,"[0.6066266298294067, 0.5436256527900696, 0.5820485949516296, 0.4637318551540375, 0.41505491733551025, 0.34862351417541504, 0.30167049169540405, 0.25928807258605957, 0.22899065911769867, 0.2072400599718094]","[1.0, 0.7794820666313171, 0.7554847598075867, 0.6163637638092041, 0.5804988741874695, 0.4922746419906616, 0.42803606390953064, 0.37071719765663147, 0.327997624874115, 0.30112069845199585]","[nan, 0.0010080644860863686, 0.0012124886270612478, 0.0005795421893708408, 0.0, 0.00036488359910435975, 0.00044419767800718546, 0.00039742118678987026, 0.00025731511414051056, 3.181673673680052e-05]","[0.6066266298294067, 0.6971338987350464, 0.7700382471084595, 0.752006471157074, 0.7149969339370728, 0.7078127264976501, 0.7041845917701721, 0.6987482309341431, 0.6976200938224792, 0.6881553530693054]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_0a229afaD_PL_SE-CORe50_VAE_taskInference,mlp,{'width': 512},0.5,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
13,0122_ml-23_0a229afa_PL_S-CIFAR10_VAE_taskInference,S-CIFAR10,VAE,taskInference,PL,0122,0a229afa,0.4966000020503998,"[0.9850000143051147, 0.5220000147819519, 0.42633333802223206, 0.5223749876022339, 0.4966000020503998]","[1.0, 0.5320000052452087, 0.4506666660308838, 0.5479999780654907, 0.5216000080108643]","[nan, 0.0, 0.0, 0.0, 0.0]","[0.9850000143051147, 0.981203019618988, 0.9460059404373169, 0.9532390236854553, 0.9520705342292786]",5.0,64.0,1.0,CIFAR10,VAE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,5.0,ml-23_0a229afa_PL_S-CIFAR10_VAE_taskInference,residual,{},0.4,bce,1.0,1000.0,10.0,1000.0,task_reconstruction_loss,50.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
14,0017_ml-25_84260321_prunelevels_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,prunelevels,0017,84260321,0.0626167356967926,"[0.6083574295043945, 0.3370749056339264, 0.2726733982563019, 0.20295654237270355, 0.1513427048921585, 0.12548641860485077, 0.09707442671060562, 0.06837321817874908, 0.054280418902635574, 0.0626167356967926]","[1.0, 0.5, 0.40915825963020325, 0.3114371597766876, 0.2597368061542511, 0.2115035355091095, 0.17076967656612396, 0.15475694835186005, 0.13598518073558807, 0.13132615387439728]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0009150438709184527, 0.0013566784327849746]","[0.6083574295043945, 0.6741498112678528, 0.6664252281188965, 0.6516773700714111, 0.5826771855354309, 0.5933064818382263, 0.5684523582458496, 0.44181033968925476, 0.3933503031730652, 0.46782931685447693]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-25_84260321_prunelevels_S-CORe50_VAE_taskInference,,{},0.5,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,prunelevels,,,
15,0036_ml-25_54dcf601_PL_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,PL,0036,54dcf601,0.059570398181676865,"[0.5491329431533813, 0.28439652919769287, 0.19383521378040314, 0.14822430908679962, 0.11235605180263519, 0.09636902809143066, 0.08440011739730835, 0.07210162281990051, 0.07167210429906845, 0.059570398181676865]","[1.0, 0.5356745719909668, 0.36662715673446655, 0.3186239004135132, 0.2456093579530716, 0.22126713395118713, 0.18820875883102417, 0.16065819561481476, 0.15861250460147858, 0.13421684503555298]","[nan, 0.0004786979407072067, 0.0001169864262919873, 0.0002446981961838901, 0.0025932693388313055, 0.0044723572209477425, 0.0015260603977367282, 0.0015895619289949536, 0.001468170084990561, 0.0017464556731283665]","[0.5491329431533813, 0.5304979085922241, 0.5284963846206665, 0.46467816829681396, 0.4494931101799011, 0.4197923541069031, 0.4418565332889557, 0.4404844343662262, 0.44408100843429565, 0.4325712323188782]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,32.0,50.0,10.0,ml-25_54dcf601_PL_S-CORe50_VAE_taskInference,residual,{},0.2,bce,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
16,0026_ml-18_84260321_prunelevels_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,prunelevels,0026,84260321,0.370608389377594,"[0.9711046814918518, 0.9414379596710205, 0.8706378936767578, 0.8264155387878418, 0.7409201860427856, 0.6175249814987183, 0.5292959213256836, 0.4631137251853943, 0.4117138385772705, 0.370608389377594]","[1.0, 0.9857761859893799, 0.9099059104919434, 0.8755348324775696, 0.8000444769859314, 0.6668025255203247, 0.5715329051017761, 0.5000694394111633, 0.4445679485797882, 0.4001823365688324]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9711046814918518, 0.9550219774246216, 0.956843912601471, 0.9438979625701904, 0.9260988235473633, 0.9260988235473633, 0.9260988235473633, 0.9260988235473633, 0.9260988235473633, 0.9260988235473633]",10.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-18_84260321_prunelevels_SE-CORe50_AE_taskInference,,{'width': 512},0.4,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,prunelevels,,,
17,0114_ml-22_0a229afaD_PL_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,PL,0114,0a229afaD,0.3139064311981201,"[0.6992882490158081, 0.5057279467582703, 0.41872358322143555, 0.4223371148109436, 0.4527018070220947, 0.4034242630004883, 0.38272663950920105, 0.36243364214897156, 0.3260611891746521, 0.3139064311981201]","[1.0, 0.8684239983558655, 0.6229338049888611, 0.602401614189148, 0.6128529906272888, 0.5279795527458191, 0.5039387345314026, 0.46632757782936096, 0.4266936779022217, 0.4053633511066437]","[nan, 0.0, 0.00019657952361740172, 0.00013982102973386645, 0.00034462951589375734, 0.0004710685461759567, 0.0002561311412137002, 0.0001562418619869277, 0.00017238406871911138, 0.00014957744861021638]","[0.6992882490158081, 0.5823514461517334, 0.6720609068870544, 0.7009966969490051, 0.7384615540504456, 0.7636695504188538, 0.7592183947563171, 0.7770294547080994, 0.7639259099960327, 0.7741634845733643]",10.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-22_0a229afaD_PL_SE-CORe50_AE_taskInference,mlp,{'width': 512},0.8,mse,1.0,1000.0,3.0,1000.0,task_reconstruction_loss,10.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
18,0068_ml-16_84260321_prunelevels_S-CORe50_AE_taskInference,S-CORe50,AE,taskInference,prunelevels,0068,84260321,0.10742239654064178,"[0.6496220827102661, 0.39379793405532837, 0.27945753931999207, 0.25737786293029785, 0.20809248089790344, 0.18140380084514618, 0.15347714722156525, 0.13428395986557007, 0.11936647444963455, 0.10742239654064178]","[1.0, 0.5925308465957642, 0.4247813820838928, 0.3825932443141937, 0.3052467703819275, 0.2691594958305359, 0.22870667278766632, 0.20010562241077423, 0.1778760552406311, 0.16007737815380096]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.6496220827102661, 0.6646032929420471, 0.6578855514526367, 0.6727193593978882, 0.6817188858985901, 0.6739639043807983, 0.6710654497146606, 0.6710654497146606, 0.6710654497146606, 0.6710654497146606]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-16_84260321_prunelevels_S-CORe50_AE_taskInference,,{},0.4,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,prunelevels,,,
19,0005_ml-22_a6134f6c_baseline_SE-CORe50_AE_nonContinual,SE-CORe50,AE,nonContinual,baseline,0005,a6134f6c,0.7880014181137085,[0.7880014181137085],,,,1.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,1.0,ml-22_a6134f6c_baseline_SE-CORe50_AE_nonContinual,,{'width': 512},0.5,,1.0,,2.0,,,10.0,,,,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,baseline,,,
20,0047_ml-25_54dcf601D_FO_S-FMNIST_AE_taskInference,S-FMNIST,AE,taskInference,FO,0047,54dcf601D,0.9950000047683716,"[0.996999979019165, 0.9884999990463257, 0.9923333525657654, 0.9942499995231628, 0.9950000047683716]","[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.996999979019165, 0.9884999990463257, 0.9923333525657654, 0.9942499995231628, 0.9950000047683716]",5.0,64.0,1.0,FMNIST,AE,cuda,None,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]","[1, 32, 32]",True,64.0,0.0001,32.0,10.0,5.0,ml-25_54dcf601D_FO_S-FMNIST_AE_taskInference,vanilla_cnn,{'base_channels': 128},0.5,bce,1.0,1000.0,5.0,1000.0,task_reconstruction_loss,20.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
21,0009_ml-23_0a229afa_OS_S-CIFAR10_AE_replay,S-CIFAR10,AE,replay,OS,0009,0a229afa,0.5615000128746033,"[0.9835000038146973, 0.8495000004768372, 0.734333336353302, 0.6019999980926514, 0.5615000128746033]",,,,5.0,32.0,1.0,CIFAR10,AE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,5.0,ml-23_0a229afa_OS_S-CIFAR10_AE_replay,residual,{},0.5,bce,1.0,1000.0,10.0,1000.0,,50.0,True,True,True,False,False,False,True,False,False,,,,,,,,,,,,,
22,0001_ml-21_a6134f6c_baseline_SE-CORe50_AE_nonContinual,SE-CORe50,AE,nonContinual,baseline,0001,a6134f6c,0.7858889698982239,[0.7858889698982239],,,,1.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,1.0,ml-21_a6134f6c_baseline_SE-CORe50_AE_nonContinual,,{'width': 512},0.5,,1.0,,2.0,,,10.0,,,,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,baseline,,,
23,0142_ml-23_4e7023cd_PL_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,PL,0142,4e7023cd,0.1586098074913025,"[0.9466666579246521, 0.805422842502594, 0.5331160426139832, 0.39509809017181396, 0.31787461042404175, 0.26296091079711914, 0.22630542516708374, 0.19733184576034546, 0.17470906674861908, 0.1586098074913025]","[1.0, 0.9857761859893799, 0.8373833298683167, 0.6886566877365112, 0.5509559512138367, 0.45206597447395325, 0.3894994258880615, 0.3283768892288208, 0.28876039385795593, 0.2612959146499634]","[nan, 0.0, 0.017312072217464447, 0.011602998711168766, 0.006733339745551348, 0.004125524312257767, 0.004266167059540749, 0.004552037920802832, 0.002883346052840352, 0.002709129825234413]","[0.9466666579246521, 0.8170443177223206, 0.6332831978797913, 0.5684770941734314, 0.5714631676673889, 0.5766866207122803, 0.5743292570114136, 0.5916208028793335, 0.5979292988777161, 0.5993532538414001]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-23_4e7023cd_PL_SE-CORe50_VAE_taskInference,mlp,{'width': 512},0.2,mse,1.0,1000.0,1.0,1000.0,task_reconstruction_loss,2.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,"[0.6001, 0.5721, 0.5416]","[0.1965, 0.2066, 0.2183]",
24,0170_ml-22_0a229afaD_PL_SE-CIFAR100_AE_taskInference,SE-CIFAR100,AE,taskInference,PL,0170,0a229afaD,0.15189999341964722,"[0.8169999718666077, 0.7595000267028809, 0.5063333511352539, 0.37975001335144043, 0.30379998683929443, 0.25316667556762695, 0.21699999272823334, 0.18987500667572021, 0.16877777874469757, 0.15189999341964722]","[1.0, 1.0, 0.6666666865348816, 0.5, 0.4000000059604645, 0.3333333432674408, 0.2857142984867096, 0.25, 0.2222222238779068, 0.20000000298023224]","[nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8169999718666077, 0.7595000267028809, 0.7595000267028809, 0.7595000267028809, 0.7595000267028809, 0.7595000267028809, 0.7595000267028809, 0.7595000267028809, 0.7595000267028809, 0.7595000267028809]",10.0,64.0,1.0,CIFAR100,AE,cuda,ResNet50,,[2048],False,256.0,0.0001,32.0,100.0,10.0,ml-22_0a229afaD_PL_SE-CIFAR100_AE_taskInference,mlp,{'width': 512},0.2,mse,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
25,0019_ml-16_84260321_prunelevels_SE-CIFAR100_VAE_taskInference,SE-CIFAR100,VAE,taskInference,prunelevels,0019,84260321,0.5461000204086304,"[0.9129999876022339, 0.9185000061988831, 0.9163333177566528, 0.921500027179718, 0.8949999809265137, 0.8943333625793457, 0.7765714526176453, 0.6756250262260437, 0.6012222170829773, 0.5461000204086304]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.8754285573959351, 0.7580000162124634, 0.6808888912200928, 0.6128000020980835]","[nan, nan, nan, nan, nan, nan, 0.0, 0.0, 0.0, 0.0]","[0.9129999876022339, 0.9185000061988831, 0.9163333177566528, 0.921500027179718, 0.8949999809265137, 0.8943333625793457, 0.8870757222175598, 0.891325831413269, 0.8829960823059082, 0.8911553621292114]",10.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,10.0,ml-16_84260321_prunelevels_SE-CIFAR100_VAE_taskInference,,{'width': 512},0.6,,1.0,,30.0,,task_reconstruction_loss,100.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,prunelevels,,,
