,experiment_code,dataset,architecture,strategy,experiment_category,id,repo_hash,final_accuracy,accuracy,Task Identification Accuracy,Accuracy given Bad Task Identification,Accuracy given Good Task Identification,completed_tasks,batch_size,classifier_loss_weight,dataset_name,deep_generative_type,device,embedding_module,fixed_class_order,input_shape,is_image_data,latent_dims,learning_rate,lwf_alpha,n_classes,n_experiences,name,network_architecture,network_cfg,prune_proportion,recon_loss_type,reconstruction_loss_weight,replay_buffer,retrain_epochs,si_lambda,task_inference_strategy,total_task_epochs,use_adam,use_classifier_loss,use_experience_replay,use_generative_replay,use_learning_without_forgetting,use_packnet,use_reconstruction_loss,use_synaptic_intelligence,use_vae_loss,vae_loss_weight,tensorboard_dir,dataset_root,normalize,reconstruction_loss_type,pretrained_root,log_mini_batch,network_style,scenario_name,label,normalization_mean,normalization_std,cumulative
1458,0069_ml-24_0a229afa_PL_S-CIFAR100_AE_taskInference,S-CIFAR100,AE,taskInference,PL,0069,0a229afa,0.45419999957084656,"[0.7300000190734863, 0.39149999618530273, 0.4970000088214874, 0.578000009059906, 0.6046000123023987, 0.5461666584014893, 0.5484285950660706, 0.5638750195503235, 0.5046666860580444, 0.45419999957084656]","[1.0, 0.5, 0.6666666865348816, 0.75, 0.7871999740600586, 0.7200000286102295, 0.7234285473823547, 0.734000027179718, 0.6568889021873474, 0.5911999940872192]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7300000190734863, 0.7829999923706055, 0.7455000281333923, 0.7706666588783264, 0.7680386304855347, 0.758564829826355, 0.7580963373184204, 0.7682220935821533, 0.7682679295539856, 0.7682679295539856]",10.0,64.0,1.0,CIFAR100,AE,cuda,None,,"[3, 32, 32]",True,256.0,0.0001,32.0,100.0,10.0,ml-24_0a229afa_PL_S-CIFAR100_AE_taskInference,residual,{},0.8,bce,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1459,0025_ml-18_84260321_prunelevels_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,prunelevels,0025,84260321,0.6030863523483276,"[0.9384170770645142, 0.8714841604232788, 0.8747684359550476, 0.8875423669815063, 0.8497487902641296, 0.8148161768913269, 0.8019565939903259, 0.7536755800247192, 0.670109212398529, 0.6030863523483276]","[1.0, 0.955419659614563, 0.9499814510345459, 0.9482461214065552, 0.9016852974891663, 0.8635116815567017, 0.8498872518539429, 0.8028404116630554, 0.7140386700630188, 0.6426220536231995]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9384170770645142, 0.9121479988098145, 0.9208268523216248, 0.9359831213951111, 0.9424006342887878, 0.9436075687408447, 0.943603515625, 0.9387613534927368, 0.9384775161743164, 0.9384775161743164]",10.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-18_84260321_prunelevels_SE-CORe50_AE_taskInference,,{'width': 512},0.6,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,prunelevels,,,
1460,0194_ml-14_4e7023cd_OS_SE-CORe50_AE_replay,SE-CORe50,AE,replay,OS,0194,4e7023cd,0.7220715284347534,"[0.9568601250648499, 0.9438514709472656, 0.8602668642997742, 0.8826408386230469, 0.8234351873397827, 0.7989917993545532, 0.7823628187179565, 0.739027738571167, 0.709534764289856, 0.7220715284347534]",,,,10.0,32.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-14_4e7023cd_OS_SE-CORe50_AE_replay,mlp,{'width': 512},0.5,mse,1.0,10000.0,1.0,1000.0,,2.0,True,True,True,False,False,False,True,False,False,,,,,,,,,,,"[0.6001, 0.5721, 0.5416]","[0.1965, 0.2066, 0.2183]",
1461,0080_ml-16_84260321_prunelevels_SE-CIFAR100_AE_taskInference,SE-CIFAR100,AE,taskInference,prunelevels,0080,84260321,0.8963000178337097,"[0.8619999885559082, 0.8949999809265137, 0.8880000114440918, 0.8947499990463257, 0.8935999870300293, 0.8901666402816772, 0.8872857093811035, 0.8955000042915344, 0.8915555477142334, 0.8963000178337097]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.8619999885559082, 0.8949999809265137, 0.8880000114440918, 0.8947499990463257, 0.8935999870300293, 0.8901666402816772, 0.8872857093811035, 0.8955000042915344, 0.8915555477142334, 0.8963000178337097]",10.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,10.0,ml-16_84260321_prunelevels_SE-CIFAR100_AE_taskInference,,{'width': 512},"[0.9, 0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334, 0.8, 0.75, 0.6666666666666666, 0.5, 0.0]",,1.0,,30.0,,task_reconstruction_loss,100.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,prunelevels,,,
1462,0092_ml-23_0a229afa_PL_S-CIFAR10_AE_taskInference,S-CIFAR10,AE,taskInference,PL,0092,0a229afa,0.49959999322891235,"[0.9760000109672546, 0.9442499876022339, 0.7986666560173035, 0.6244999766349792, 0.49959999322891235]","[1.0, 0.9679999947547913, 0.8586666584014893, 0.6700000166893005, 0.5360000133514404]","[nan, 0.0, 0.0, 0.0, 0.0]","[0.9760000109672546, 0.9754648804664612, 0.9301242232322693, 0.9320895671844482, 0.9320895671844482]",5.0,64.0,1.0,CIFAR10,AE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,5.0,ml-23_0a229afa_PL_S-CIFAR10_AE_taskInference,residual,{},0.4,bce,1.0,1000.0,10.0,1000.0,task_reconstruction_loss,50.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1463,0041_ml-23_0a229afa_PL_S-CIFAR100_AE_taskInference,S-CIFAR100,AE,taskInference,PL,0041,0a229afa,0.19480000436306,"[0.8149999976158142, 0.781000018119812, 0.6493333578109741, 0.4869999885559082, 0.38960000872612, 0.32466667890548706, 0.2782857120037079, 0.2434999942779541, 0.2164444476366043, 0.19480000436306]","[1.0, 0.9679999947547913, 0.8373333215713501, 0.628000020980835, 0.5023999810218811, 0.41866666078567505, 0.3588571548461914, 0.3140000104904175, 0.2791111171245575, 0.25119999051094055]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.8149999976158142, 0.8068181872367859, 0.7754777073860168, 0.7754777073860168, 0.7754777073860168, 0.7754777073860168, 0.7754777073860168, 0.7754777073860168, 0.7754777073860168, 0.7754777073860168]",10.0,64.0,1.0,CIFAR100,AE,cuda,None,,"[3, 32, 32]",True,256.0,0.0001,32.0,100.0,10.0,ml-23_0a229afa_PL_S-CIFAR100_AE_taskInference,residual,{},0.2,bce,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1464,0004_ml-22_1555acb6_BL_S-CIFAR100_AE_nonContinual,S-CIFAR100,AE,nonContinual,BL,0004,1555acb6,0.6039999723434448,[0.6039999723434448],,,,1.0,64.0,1.0,CIFAR100,,cuda,None,,"[3, 32, 32]",True,64.0,0.0001,,100.0,1.0,ml-22_1555acb6_BL_S-CIFAR100_AE_nonContinual,,{},0.5,bce,1.0,,30.0,,,100.0,True,True,False,False,False,False,True,False,False,,,,,,,,residual,S-CIFAR100,BL,,,
1465,0054_ml-21_0a229afa_TO_SE-CIFAR100_AE_taskOracle,SE-CIFAR100,AE,taskOracle,TO,0054,0a229afa,0.5123999714851379,"[0.7990000247955322, 0.781000018119812, 0.7753333449363708, 0.7985000014305115, 0.7878000140190125, 0.7606666684150696, 0.6962857246398926, 0.6365000009536743, 0.5681111216545105, 0.5123999714851379]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.8001269102096558, 0.7814720869064331, 0.7755922079086304, 0.7983819842338562, 0.7874619364738464, 0.7603849172592163, 0.6961203813552856, 0.636437177658081, 0.5680907964706421, 0.5123603940010071]",10.0,64.0,1.0,CIFAR100,AE,cuda,ResNet50,,[2048],False,256.0,0.0001,32.0,100.0,10.0,ml-21_0a229afa_TO_SE-CIFAR100_AE_taskOracle,mlp,{'width': 512},0.5,mse,1.0,1000.0,30.0,1000.0,task_oracle,100.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1466,0032_ml-14_58a19ee5_prunelevels_SE-CIFAR100_AE_taskInference,SE-CIFAR100,AE,taskInference,prunelevels,0032,58a19ee5,0.31630000472068787,"[0.9039999842643738, 0.8970000147819519, 0.8983333110809326, 0.7907500267028809, 0.6326000094413757, 0.5271666646003723, 0.45185714960098267, 0.39537501335144043, 0.35144445300102234, 0.31630000472068787]","[1.0, 1.0, 1.0, 0.8939999938011169, 0.7152000069618225, 0.5960000157356262, 0.5108571648597717, 0.44699999690055847, 0.3973333239555359, 0.35760000348091125]","[nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9039999842643738, 0.8970000147819519, 0.8983333110809326, 0.8845078349113464, 0.8845078349113464, 0.8845078349113464, 0.8845078349113464, 0.8845078349113464, 0.8845078349113464, 0.8845078349113464]",10.0,64.0,1.0,CIFAR100,,cuda,ResNet18,,[512],False,256.0,0.0001,,100.0,10.0,ml-14_58a19ee5_prunelevels_SE-CIFAR100_AE_taskInference,,{'width': 512},0.4,,1.0,,30.0,,task_reconstruction_loss,100.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CIFAR100,prunelevels,,,
1467,0066_ml-24_0a229afa_PL_S-CIFAR100_AE_taskInference,S-CIFAR100,AE,taskInference,PL,0066,0a229afa,0.1979999989271164,"[0.777999997138977, 0.722000002861023, 0.48133334517478943, 0.45925000309944153, 0.3959999978542328, 0.33000001311302185, 0.28285714983940125, 0.2475000023841858, 0.2199999988079071, 0.1979999989271164]","[1.0, 0.9679999947547913, 0.5893333554267883, 0.5699999928474426, 0.4943999946117401, 0.41200000047683716, 0.3531428575515747, 0.3089999854564667, 0.2746666669845581, 0.24719999730587006]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.777999997138977, 0.7458677887916565, 0.8167420625686646, 0.805701732635498, 0.8009708523750305, 0.8009708523750305, 0.8009708523750305, 0.8009708523750305, 0.8009708523750305, 0.8009708523750305]",10.0,64.0,1.0,CIFAR100,AE,cuda,None,,"[3, 32, 32]",True,256.0,0.0001,32.0,100.0,10.0,ml-24_0a229afa_PL_S-CIFAR100_AE_taskInference,residual,{},0.5,bce,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1468,0437_ml-22_35912550_CT_S-CIFAR100_AE_cumulative,S-CIFAR100,AE,cumulative,CT,0437,35912550,0.5809000134468079,"[0.7940000295639038, 0.7200000286102295, 0.6869999766349792, 0.6492499709129333, 0.6367999911308289, 0.6299999952316284, 0.616428554058075, 0.6043750047683716, 0.5873333215713501, 0.5809000134468079]",,,,10.0,64.0,1.0,CIFAR100,,cuda,None,,"[3, 32, 32]",True,256.0,0.0001,,100.0,10.0,ml-22_35912550_CT_S-CIFAR100_AE_cumulative,,{},0.5,,1.0,,30.0,,,100.0,,,,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CIFAR100,CT,,,True
1469,0008_ml-25_84260321_prunelevels_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,prunelevels,0008,84260321,0.06023748219013214,"[0.40666666626930237, 0.3107011914253235, 0.1920284479856491, 0.1616380512714386, 0.1352744996547699, 0.12561604380607605, 0.10871153324842453, 0.09490856528282166, 0.0784187763929367, 0.06023748219013214]","[1.0, 0.5498389005661011, 0.37131425738334656, 0.299772173166275, 0.2443654090166092, 0.2141771912574768, 0.1896020621061325, 0.1565227061510086, 0.13440395891666412, 0.10530997067689896]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.294893031124957e-05, 0.00014271443069446832, 7.45600918889977e-05]","[0.40666666626930237, 0.5650768280029297, 0.5171588063240051, 0.5392029881477356, 0.5535746812820435, 0.5865051746368408, 0.5733668208122253, 0.6061789989471436, 0.5825367569923401, 0.5713682174682617]",10.0,64.0,1.0,M_CORe50_NC,,cuda,None,,"[3, 32, 32]",True,512.0,0.0001,,50.0,10.0,ml-25_84260321_prunelevels_S-CORe50_VAE_taskInference,,{},0.6,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CORe50,prunelevels,,,
1470,0103_ml-18_35912550_CT_S-CIFAR100_AE_cumulative,S-CIFAR100,AE,cumulative,CT,0103,35912550,0.6399999856948853,"[0.6909999847412109, 0.6875, 0.6346666812896729, 0.6397500038146973, 0.6399999856948853]",,,,5.0,64.0,1.0,CIFAR100,,cuda,None,,"[3, 32, 32]",True,256.0,0.0001,,100.0,10.0,ml-18_35912550_CT_S-CIFAR100_AE_cumulative,,{},0.5,,1.0,,30.0,,,100.0,,,,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,False,bce,pretrained,False,residual,S-CIFAR100,CT,,,True
1471,0070_ml-21_0a229afa_TO_S-FMNIST_AE_taskOracle,S-FMNIST,AE,taskOracle,TO,0070,0a229afa,0.9961000084877014,"[0.9994999766349792, 0.999750018119812, 0.9981666803359985, 0.9955000281333923, 0.9961000084877014]","[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.9994969964027405, 0.9997484683990479, 0.9982813596725464, 0.9955671429634094, 0.9961519241333008]",5.0,64.0,1.0,FMNIST,AE,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,32.0,10.0,5.0,ml-21_0a229afa_TO_S-FMNIST_AE_taskOracle,vanilla_cnn,{'base_channels': 128},0.5,bce,1.0,1000.0,5.0,1000.0,task_oracle,20.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1472,0169_ml-25_0a229afa_BL_S-FMNIST_VAE_nonContinual,S-FMNIST,VAE,nonContinual,BL,0169,0a229afa,0.9169999957084656,[0.9169999957084656],,,,1.0,64.0,1.0,FMNIST,VAE,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,32.0,10.0,1.0,ml-25_0a229afa_BL_S-FMNIST_VAE_cumulative,vanilla_cnn,{'base_channels': 128},0.5,bce,1.0,1000.0,5.0,1000.0,,20.0,True,True,False,False,False,False,True,False,True,0.001,,,,,,,,,,,,
1473,0038_ml-17_84260321_prunelevels_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,prunelevels,0038,84260321,0.8074357509613037,"[0.9297309517860413, 0.9068578481674194, 0.8212803602218628, 0.829451322555542, 0.834882378578186, 0.8406522274017334, 0.8247569799423218, 0.8191545605659485, 0.8204526305198669, 0.8074357509613037]","[1.0, 0.9644325971603394, 0.8835210204124451, 0.8834287524223328, 0.8802419304847717, 0.8788586258888245, 0.8595705628395081, 0.8535060286521912, 0.8523743748664856, 0.8429467082023621]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9297309517860413, 0.9403019547462463, 0.9295538663864136, 0.9389000535011292, 0.9484692215919495, 0.9565272331237793, 0.9594988822937012, 0.9597525000572205, 0.96254962682724, 0.9578728079795837]",10.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-17_84260321_prunelevels_SE-CORe50_AE_taskInference,,{'width': 512},"[0.9, 0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334, 0.8, 0.75, 0.6666666666666666, 0.5, 0.0]",,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,prunelevels,,,
1474,0406_ml-22_4e7023cdD_PL_S-CORe50_VAE_taskInference,S-CORe50,VAE,taskInference,PL,0406,4e7023cdD,0.05000889301300049,"[0.661405086517334, 0.2713221311569214, 0.15697027742862701, 0.12027567625045776, 0.09775840491056442, 0.08097991347312927, 0.07169631868600845, 0.06245483458042145, 0.05667976289987564, 0.05000889301300049]","[1.0, 0.49271655082702637, 0.3240198493003845, 0.2607269883155823, 0.20494574308395386, 0.1667407900094986, 0.15308132767677307, 0.1334148645401001, 0.12492278963327408, 0.10857867449522018]","[nan, 0.00043840421130880713, 0.0005481854896061122, 0.02608826383948326, 0.025229357182979584, 0.018280478194355965, 0.016691047698259354, 0.014753993600606918, 0.013270463794469833, 0.012098081409931183]","[0.661405086517334, 0.550214409828186, 0.4833028316497803, 0.38733744621276855, 0.3791232705116272, 0.3943098485469818, 0.37601161003112793, 0.3722916543483734, 0.3607594966888428, 0.3612533211708069]",10.0,64.0,1.0,CORe50_NC,VAE,cuda,None,,"[3, 128, 128]",True,512.0,0.0001,32.0,50.0,10.0,ml-22_4e7023cdD_PL_S-CORe50_VAE_taskInference,residual,{},0.2,bce,1.0,1000.0,1.0,1000.0,task_reconstruction_loss,2.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
1475,0084_ml-14_84260321_prunelevels_SE-CORe50_VAE_taskInference,SE-CORe50,VAE,taskInference,prunelevels,0084,84260321,0.5619496703147888,"[0.9684093594551086, 0.904926061630249, 0.8920682072639465, 0.8536002039909363, 0.8685345649719238, 0.8464902639389038, 0.759712815284729, 0.6984740495681763, 0.6247282028198242, 0.5619496703147888]","[1.0, 0.9624152183532715, 0.9383246898651123, 0.8951348066329956, 0.9054036140441895, 0.885034441947937, 0.8256615400314331, 0.7815826535224915, 0.7038940787315369, 0.6313483715057373]","[nan, 0.0, 0.0, 0.001060445443727076, 0.0014104372821748257, 0.0012894906103610992, 0.00036443150020204484, 0.0003817765391431749, 0.0016688918694853783, 0.002111104317009449]","[0.9684093594551086, 0.9402657151222229, 0.9507030844688416, 0.9534753561019897, 0.9591315388679504, 0.9562814235687256, 0.920049250125885, 0.8935595154762268, 0.8868295550346375, 0.8888458609580994]",10.0,64.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-14_84260321_prunelevels_SE-CORe50_VAE_taskInference,,{'width': 512},0.6,,1.0,,2.0,,task_reconstruction_loss,10.0,,,,,,True,,,,0.001,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,prunelevels,,,
1476,0068_ml-25_0a229afa_PL_S-CIFAR100_VAE_taskInference,S-CIFAR100,VAE,taskInference,PL,0068,0a229afa,0.41119998693466187,"[0.7620000243186951, 0.5199999809265137, 0.5690000057220459, 0.5747500061988831, 0.6182000041007996, 0.5301666855812073, 0.5215714573860168, 0.4702500104904175, 0.46222221851348877, 0.41119998693466187]","[1.0, 0.6919999718666077, 0.7519999742507935, 0.734000027179718, 0.77920001745224, 0.7026666402816772, 0.6902857422828674, 0.6389999985694885, 0.6293333172798157, 0.553600013256073]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.7620000243186951, 0.7514451146125793, 0.7566489577293396, 0.7830381393432617, 0.7933778166770935, 0.7545066475868225, 0.7555877566337585, 0.73591548204422, 0.7344632744789124, 0.7427745461463928]",10.0,64.0,1.0,CIFAR100,VAE,cuda,None,,"[3, 32, 32]",True,256.0,0.0001,32.0,100.0,10.0,ml-25_0a229afa_PL_S-CIFAR100_VAE_taskInference,residual,{},0.6,bce,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
1477,0042_ml-22_a6134f6c_replay_SE-CORe50_AE_replay,SE-CORe50,AE,replay,replay,0042,a6134f6c,0.7357911467552185,"[0.9886590838432312, 0.9226064682006836, 0.8611893653869629, 0.8366699814796448, 0.7960590720176697, 0.7915493249893188, 0.7909902334213257, 0.7738770246505737, 0.7606858611106873, 0.7357911467552185]",,,,10.0,32.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-22_a6134f6c_replay_SE-CORe50_AE_replay,,{'width': 512},0.5,,1.0,10000.0,2.0,,,10.0,,,True,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,replay,,,
1478,0017_ml-23_54dcf601_PL_S-FMNIST_AE_taskInference,S-FMNIST,AE,taskInference,PL,0017,54dcf601,0.8907999992370605,"[0.9925000071525574, 0.9959999918937683, 0.9971666932106018, 0.996999979019165, 0.8907999992370605]","[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.9925000071525574, 0.9959999918937683, 0.9971666932106018, 0.996999979019165, 0.8907999992370605]",5.0,64.0,1.0,FMNIST,AE,cuda,None,,"[1, 32, 32]",True,64.0,0.0001,32.0,10.0,5.0,ml-23_54dcf601_PL_S-FMNIST_AE_taskInference,vanilla_cnn,{'base_channels': 128},0.4,bce,1.0,1000.0,5.0,1000.0,task_reconstruction_loss,20.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1479,0244_ml-22_0a229afaD_PL_SE-CIFAR100_VAE_taskInference,SE-CIFAR100,VAE,taskInference,PL,0244,0a229afaD,0.4002000093460083,"[0.777999997138977, 0.7954999804496765, 0.8163333535194397, 0.7822499871253967, 0.6403999924659729, 0.668833315372467, 0.5590000152587891, 0.503000020980835, 0.4426666796207428, 0.4002000093460083]","[1.0, 1.0, 1.0, 0.9900000095367432, 0.8047999739646912, 0.8479999899864197, 0.7085714340209961, 0.640999972820282, 0.562666654586792, 0.5088000297546387]","[nan, nan, nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.777999997138977, 0.7954999804496765, 0.8163333535194397, 0.7901515364646912, 0.7957256436347961, 0.788718581199646, 0.7889112830162048, 0.7847113609313965, 0.7867298722267151, 0.786556601524353]",10.0,64.0,1.0,CIFAR100,VAE,cuda,ResNet50,,[2048],False,256.0,0.0001,32.0,100.0,10.0,ml-22_0a229afaD_PL_SE-CIFAR100_VAE_taskInference,mlp,{'width': 512},0.6,mse,1.0,1000.0,30.0,1000.0,task_reconstruction_loss,100.0,True,True,False,False,False,True,True,False,True,0.001,,,,,,,,,,,,
1480,0047_ml-21_0a229afa_TO_S-CIFAR10_AE_taskOracle,S-CIFAR10,AE,taskOracle,TO,0047,0a229afa,0.9391000270843506,"[0.9810000061988831, 0.9304999709129333, 0.9259999990463257, 0.9368749856948853, 0.9391000270843506]","[1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan]","[0.9812625646591187, 0.9306463599205017, 0.9261820912361145, 0.9370598793029785, 0.9391850829124451]",5.0,64.0,1.0,CIFAR10,AE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,5.0,ml-21_0a229afa_TO_S-CIFAR10_AE_taskOracle,residual,{},0.5,bce,1.0,1000.0,10.0,1000.0,task_oracle,50.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1481,0110_ml-23_4e7023cd_EP_SE-CORe50_AE_taskInference,SE-CORe50,AE,taskInference,EP,0110,4e7023cd,0.6787111759185791,"[0.9037563800811768, 0.9079897999763489, 0.8044299483299255, 0.777154266834259, 0.7802178263664246, 0.777571976184845, 0.7709113955497742, 0.7387039661407471, 0.7168338298797607, 0.6787111759185791]","[1.0, 0.9786642789840698, 0.8956959843635559, 0.8886604905128479, 0.8853078484535217, 0.8735968470573425, 0.8652270436286926, 0.839381992816925, 0.814516544342041, 0.7814640402793884]","[nan, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.9037563800811768, 0.9277847409248352, 0.898106038570404, 0.8745232820510864, 0.8812955021858215, 0.890080988407135, 0.8909931778907776, 0.8800569176673889, 0.8800727725028992, 0.8685123920440674]",10.0,64.0,1.0,CORe50_NC,AE,cuda,ResNet50,,[2048],False,512.0,0.0001,32.0,50.0,10.0,ml-23_4e7023cd_EP_SE-CORe50_AE_taskInference,mlp,{'width': 512},"[0.9, 0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334, 0.8, 0.75, 0.6666666666666666, 0.5, 0.0]",mse,1.0,1000.0,1.0,1000.0,task_reconstruction_loss,2.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,"[0.6001, 0.5721, 0.5416]","[0.1965, 0.2066, 0.2183]",
1482,0061_ml-21_0a229afa_TO_S-CIFAR100_AE_taskOracle,S-CIFAR100,AE,taskOracle,TO,0061,0a229afa,0.6287000179290771,"[0.8159999847412109, 0.75, 0.7549999952316284, 0.7599999904632568, 0.7527999877929688, 0.7394999861717224, 0.7144285440444946, 0.6921250224113464, 0.6620000004768372, 0.6287000179290771]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.8158629536628723, 0.75, 0.754822313785553, 0.7598667740821838, 0.7528426647186279, 0.7393401265144348, 0.714104413986206, 0.691909909248352, 0.6616328358650208, 0.6284136772155762]",10.0,64.0,1.0,CIFAR100,AE,cuda,None,,"[3, 32, 32]",True,256.0,0.0001,32.0,100.0,10.0,ml-21_0a229afa_TO_S-CIFAR100_AE_taskOracle,residual,{},0.5,bce,1.0,1000.0,30.0,1000.0,task_oracle,100.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1483,0081_ml-23_0a229afa_PL_S-CIFAR10_AE_taskInference,S-CIFAR10,AE,taskInference,PL,0081,0a229afa,0.4002000093460083,"[0.9700000286102295, 0.9467499852180481, 0.6669999957084656, 0.500249981880188, 0.4002000093460083]","[1.0, 0.984000027179718, 0.6986666917800903, 0.5239999890327454, 0.41920000314712524]","[nan, 0.0, 0.0, 0.0, 0.0]","[0.9700000286102295, 0.9621443152427673, 0.954675555229187, 0.954675555229187, 0.954675555229187]",5.0,64.0,1.0,CIFAR10,AE,cuda,None,,"[3, 32, 32]",True,128.0,0.0001,32.0,10.0,5.0,ml-23_0a229afa_PL_S-CIFAR10_AE_taskInference,residual,{},0.2,bce,1.0,1000.0,10.0,1000.0,task_reconstruction_loss,50.0,True,True,False,False,False,True,True,False,False,,,,,,,,,,,,,
1484,0063_ml-22_84260321_replay_SE-CORe50_AE_replay,SE-CORe50,AE,replay,replay,0063,84260321,0.3334963917732239,"[0.8726383447647095, 0.8084964156150818, 0.7219215631484985, 0.5803725123405457, 0.5661225318908691, 0.5086190700531006, 0.4978872239589691, 0.47574570775032043, 0.36019963026046753, 0.3334963917732239]",,,,10.0,32.0,1.0,CORe50_NC,,cuda,ResNet18,,[512],False,512.0,0.0001,,50.0,10.0,ml-22_84260321_replay_SE-CORe50_AE_replay,,{'width': 512},0.5,,1.0,100.0,2.0,,,10.0,,,True,,,False,,,False,,experiment_logs,/Scratch/al183/datasets,True,mse,pretrained,False,mlp,SE-CORe50,replay,,,
